phase,label,overrides,program,result,commits,cycles,ipc,redirects,icache_hit,icache_miss,dcache_hit,dcache_miss,study_geomean,big6_geomean
ASCENT,ASCENT/r1_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_LSQ_DEPTH=16,"{""LSQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_LSQ_DEPTH=16,"{""LSQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_LSQ_DEPTH=16,"{""LSQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_LSQ_DEPTH=16,"{""LSQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_LSQ_DEPTH=16,"{""LSQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_LSQ_DEPTH=16,"{""LSQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_LSQ_DEPTH=16,"{""LSQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=8,"{""IFQ_DEPTH"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=8,"{""IFQ_DEPTH"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=8,"{""IFQ_DEPTH"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=8,"{""IFQ_DEPTH"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=8,"{""IFQ_DEPTH"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=8,"{""IFQ_DEPTH"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=8,"{""IFQ_DEPTH"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=16,"{""IFQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=16,"{""IFQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=16,"{""IFQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=16,"{""IFQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=16,"{""IFQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=16,"{""IFQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_IFQ_DEPTH=16,"{""IFQ_DEPTH"": 16, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_WAYS=2,"{""ICACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_WAYS=2,"{""ICACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_WAYS=2,"{""ICACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_WAYS=2,"{""ICACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_WAYS=2,"{""ICACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_WAYS=2,"{""ICACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_WAYS=2,"{""ICACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_SETS=8,"{""ICACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_SETS=8,"{""ICACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_SETS=8,"{""ICACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_SETS=8,"{""ICACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_SETS=8,"{""ICACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_SETS=8,"{""ICACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_SETS=8,"{""ICACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_MSHR=1,"{""ICACHE_MSHR"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_MSHR=1,"{""ICACHE_MSHR"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_MSHR=1,"{""ICACHE_MSHR"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_MSHR=1,"{""ICACHE_MSHR"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_MSHR=1,"{""ICACHE_MSHR"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_MSHR=1,"{""ICACHE_MSHR"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_ICACHE_MSHR=1,"{""ICACHE_MSHR"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_DRAM_OUTSTANDING=2,"{""DRAM_OUTSTANDING"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_DRAM_OUTSTANDING=2,"{""DRAM_OUTSTANDING"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_DRAM_OUTSTANDING=2,"{""DRAM_OUTSTANDING"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_DRAM_OUTSTANDING=2,"{""DRAM_OUTSTANDING"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_DRAM_OUTSTANDING=2,"{""DRAM_OUTSTANDING"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_DRAM_OUTSTANDING=2,"{""DRAM_OUTSTANDING"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_DRAM_OUTSTANDING=2,"{""DRAM_OUTSTANDING"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_DIV_STAGES=5,"{""DIV_STAGES"": 5, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_DIV_STAGES=5,"{""DIV_STAGES"": 5, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_DIV_STAGES=5,"{""DIV_STAGES"": 5, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_DIV_STAGES=5,"{""DIV_STAGES"": 5, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_DIV_STAGES=5,"{""DIV_STAGES"": 5, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_DIV_STAGES=5,"{""DIV_STAGES"": 5, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_DIV_STAGES=5,"{""DIV_STAGES"": 5, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_WAYS=2,"{""DCACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_WAYS=2,"{""DCACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_WAYS=2,"{""DCACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_WAYS=2,"{""DCACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_WAYS=2,"{""DCACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_WAYS=2,"{""DCACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_WAYS=2,"{""DCACHE_WAYS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_UFP_PORTS=1,"{""DCACHE_UFP_PORTS"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.523919,0.541769
ASCENT,ASCENT/r1_DCACHE_UFP_PORTS=1,"{""DCACHE_UFP_PORTS"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26092,0.494634,38,5184,8,5138,26,0.523919,0.541769
ASCENT,ASCENT/r1_DCACHE_UFP_PORTS=1,"{""DCACHE_UFP_PORTS"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,18137,0.493466,51,3302,9,3386,26,0.523919,0.541769
ASCENT,ASCENT/r1_DCACHE_UFP_PORTS=1,"{""DCACHE_UFP_PORTS"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.523919,0.541769
ASCENT,ASCENT/r1_DCACHE_UFP_PORTS=1,"{""DCACHE_UFP_PORTS"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13684,0.568547,82,2712,5,1066,24,0.523919,0.541769
ASCENT,ASCENT/r1_DCACHE_UFP_PORTS=1,"{""DCACHE_UFP_PORTS"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165061,0.597161,143,32974,3,32738,32,0.523919,0.541769
ASCENT,ASCENT/r1_DCACHE_UFP_PORTS=1,"{""DCACHE_UFP_PORTS"": 1, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.523919,0.541769
ASCENT,ASCENT/r1_DCACHE_SETS=8,"{""DCACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_SETS=8,"{""DCACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_SETS=8,"{""DCACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_SETS=8,"{""DCACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_SETS=8,"{""DCACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_SETS=8,"{""DCACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_SETS=8,"{""DCACHE_SETS"": 8, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_MSHR=2,"{""DCACHE_MSHR"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_MSHR=2,"{""DCACHE_MSHR"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_MSHR=2,"{""DCACHE_MSHR"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_MSHR=2,"{""DCACHE_MSHR"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_MSHR=2,"{""DCACHE_MSHR"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_MSHR=2,"{""DCACHE_MSHR"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_DCACHE_MSHR=2,"{""DCACHE_MSHR"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=2,"{""CDB_WIDTH"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19137,0.428489,537,3609,3,0,0,0.530921,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=2,"{""CDB_WIDTH"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530921,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=2,"{""CDB_WIDTH"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3102,26,0.530921,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=2,"{""CDB_WIDTH"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530921,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=2,"{""CDB_WIDTH"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530921,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=2,"{""CDB_WIDTH"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530921,0.550231
